ID,Section,Screen,Segment,Copy Type,Content,Status,Notes,Figma Link,Key,Variables,Condition,File,Line,Storage
372,Clients,Life Event Response,hl-accelerating,label,I reach out when there's a financial angle,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.hl-accelerating.brandLifeEventInstincts.financial.label,,,src/data/advisorSegments.ts,,data-file
373,Clients,Life Event Response,hl-accelerating,label,I focus on relevant moments,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.hl-accelerating.brandLifeEventInstincts.financial.sub,,,src/data/advisorSegments.ts,,data-file
374,Clients,Life Event Response,hl-accelerating,label,I'm not sure what's appropriate yet,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.hl-accelerating.brandLifeEventInstincts.unsure.label,,,src/data/advisorSegments.ts,,data-file
375,Clients,Life Event Response,hl-accelerating,label,I could use guidance on this,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.hl-accelerating.brandLifeEventInstincts.unsure.sub,,,src/data/advisorSegments.ts,,data-file
376,Plan,Your Plan,hl-accelerating,label,Give me a morning briefing,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.briefing.label,,,src/data/advisorSegments.ts,,data-file
377,Plan,Your Plan,hl-accelerating,label,Show me what needs attention today,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.briefing.sub,,,src/data/advisorSegments.ts,,data-file
378,Plan,Your Plan,hl-accelerating,label,Alert me when something needs action,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.urgent.label,,,src/data/advisorSegments.ts,,data-file
379,Plan,Your Plan,hl-accelerating,label,"Cases, signals, time-sensitive items",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.urgent.sub,,,src/data/advisorSegments.ts,,data-file
380,Plan,Your Plan,hl-accelerating,label,Handle routine admin without asking,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.auto.label,,,src/data/advisorSegments.ts,,data-file
381,Plan,Your Plan,hl-accelerating,label,Free me up for client-facing work,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.auto.sub,,,src/data/advisorSegments.ts,,data-file
382,Plan,Your Plan,hl-accelerating,label,Check in when I'm off pace,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.checkin.label,,,src/data/advisorSegments.ts,,data-file
383,Plan,Your Plan,hl-accelerating,label,So I can adjust before it's too late,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.checkin.sub,,,src/data/advisorSegments.ts,,data-file
384,Plan,Your Plan,hl-accelerating,label,Stay quiet unless I ask,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.quiet.label,,,src/data/advisorSegments.ts,,data-file
385,Plan,Your Plan,hl-accelerating,label,I'll use it on my terms,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.hl-accelerating.chiefOsStyleOptions.quiet.sub,,,src/data/advisorSegments.ts,,data-file
386,Business,Biggest Time Drain,hl-accelerating,tag,Following up on stalled cases,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.hl-accelerating.conciergeTimeSuggestions.[0],,,src/data/advisorSegments.ts,,data-file
387,Business,Biggest Time Drain,hl-accelerating,tag,Navigating which system has the answer,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.hl-accelerating.conciergeTimeSuggestions.[1],,,src/data/advisorSegments.ts,,data-file
388,Business,Biggest Time Drain,hl-accelerating,tag,Writing post-meeting emails from scratch,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.hl-accelerating.conciergeTimeSuggestions.[2],,,src/data/advisorSegments.ts,,data-file
389,Business,Biggest Time Drain,hl-accelerating,tag,Preparing for meetings across multiple product lines,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.hl-accelerating.conciergeTimeSuggestions.[3],,,src/data/advisorSegments.ts,,data-file
390,Business,Biggest Time Drain,hl-accelerating,body,What's the one thing in your week that consistently pulls you away from the work that actually grows your business?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6122,segment.hl-accelerating.conciergeEliminatePrompt,,,src/data/advisorSegments.ts,,data-file
391,Introduction,Meet Nyla,cs-building,headline,What drew you to this career — what do you most want to be known for with clients?,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-building.intro.coachIdentityPrompt,,,src/data/advisorSegments.ts,,data-file
392,Introduction,Meet Nyla,cs-building,placeholder,"e.g., The advisor who actually shows up and takes the time to explain things.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-building.intro.coachIdentityPlaceholder,,,src/data/advisorSegments.ts,,data-file
393,Introduction,Meet Nyla,cs-building,label,"Would you like the OS to check in with you when momentum dips — not just report on it, but actually help you get moving again?",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-building.intro.coachConsentLabel,,,src/data/advisorSegments.ts,,data-file
394,Introduction,Meet Nyla,cs-building,placeholder,"e.g., Approachable and real — I don't want to sound like a corporate script.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-building.intro.brandVoicePlaceholder,,,src/data/advisorSegments.ts,,data-file
395,Introduction,Meet Nyla,cs-building,placeholder,"e.g., Getting to a point where I stop worrying about whether this career is going to work.",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-2023,segment.cs-building.intro.chiefBigGoalPlaceholder,,,src/data/advisorSegments.ts,,data-file
396,Business,Growth Areas,cs-building,label,Building name flow beyond warm market,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.nameflow.label,,,src/data/advisorSegments.ts,,data-file
397,Business,Growth Areas,cs-building,label,"New prospects, referrals",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.nameflow.sub,,,src/data/advisorSegments.ts,,data-file
398,Business,Growth Areas,cs-building,label,Starting and handling client conversations,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.conversations.label,,,src/data/advisorSegments.ts,,data-file
399,Business,Growth Areas,cs-building,label,"Discovery, objections, closing",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.conversations.sub,,,src/data/advisorSegments.ts,,data-file
400,Business,Growth Areas,cs-building,label,Navigating applications and underwriting,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.workflow.label,,,src/data/advisorSegments.ts,,data-file
401,Business,Growth Areas,cs-building,label,"Less chasing, more selling",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.workflow.sub,,,src/data/advisorSegments.ts,,data-file
402,Business,Growth Areas,cs-building,label,Understanding how my income works,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.income.label,,,src/data/advisorSegments.ts,,data-file
403,Business,Growth Areas,cs-building,label,"Commission, chargeback, council",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.income.sub,,,src/data/advisorSegments.ts,,data-file
404,Business,Growth Areas,cs-building,label,Building a weekly routine that works,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.rhythm.label,,,src/data/advisorSegments.ts,,data-file
405,Business,Growth Areas,cs-building,label,"Prospecting, meetings, follow-up",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.rhythm.sub,,,src/data/advisorSegments.ts,,data-file
406,Business,Growth Areas,cs-building,label,Building confidence in client conversations,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.confidence.label,,,src/data/advisorSegments.ts,,data-file
407,Business,Growth Areas,cs-building,label,"Role-play, scripts, objections",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5692,segment.cs-building.growthAreas.confidence.sub,,,src/data/advisorSegments.ts,,data-file
408,Clients,Client Signals,cs-building,label,New leads or prospects to contact,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.leads.label,,,src/data/advisorSegments.ts,,data-file
409,Clients,Client Signals,cs-building,label,Who to call today,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.leads.sub,,,src/data/advisorSegments.ts,,data-file
410,Clients,Client Signals,cs-building,label,Cases and applications that need action,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.pipeline.label,,,src/data/advisorSegments.ts,,data-file
411,Clients,Client Signals,cs-building,label,"NIGOs, status, next steps",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.pipeline.sub,,,src/data/advisorSegments.ts,,data-file
412,Clients,Client Signals,cs-building,label,Follow-ups I haven't done yet,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.followup.label,,,src/data/advisorSegments.ts,,data-file
413,Clients,Client Signals,cs-building,label,Who's waiting to hear from me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.followup.sub,,,src/data/advisorSegments.ts,,data-file
414,Clients,Client Signals,cs-building,label,Where I am vs. my income goal,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.income.label,,,src/data/advisorSegments.ts,,data-file
415,Clients,Client Signals,cs-building,label,"This week, this month",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.income.sub,,,src/data/advisorSegments.ts,,data-file
416,Clients,Client Signals,cs-building,label,Something to improve my craft,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.learning.label,,,src/data/advisorSegments.ts,,data-file
417,Clients,Client Signals,cs-building,label,"A skill, scenario, or tip",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystMorning.learning.sub,,,src/data/advisorSegments.ts,,data-file
418,Clients,Client Signals,cs-building,label,New leads assigned to me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.leads.label,,,src/data/advisorSegments.ts,,data-file
419,Clients,Client Signals,cs-building,label,With a 24-hour action window,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.leads.sub,,,src/data/advisorSegments.ts,,data-file
420,Clients,Client Signals,cs-building,label,Prospects I haven't contacted recently,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.followup.label,,,src/data/advisorSegments.ts,,data-file
421,Clients,Client Signals,cs-building,label,Who's been waiting,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.followup.sub,,,src/data/advisorSegments.ts,,data-file
422,Clients,Client Signals,cs-building,label,NIGO and case issues that need me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.nigo.label,,,src/data/advisorSegments.ts,,data-file
423,Clients,Client Signals,cs-building,label,Before they delay further,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.nigo.sub,,,src/data/advisorSegments.ts,,data-file
424,Clients,Client Signals,cs-building,label,Life events in my small book,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.lifeevent.label,,,src/data/advisorSegments.ts,,data-file
425,Clients,Client Signals,cs-building,label,Moments to check in,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.lifeevent.sub,,,src/data/advisorSegments.ts,,data-file
426,Clients,Client Signals,cs-building,label,When my activity is off track,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.learning.label,,,src/data/advisorSegments.ts,,data-file
427,Clients,Client Signals,cs-building,label,So I can adjust before week's end,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6368,segment.cs-building.analystSignals.learning.sub,,,src/data/advisorSegments.ts,,data-file
428,Goals,Practice Direction,cs-building,label,Establish a sustainable income this year,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.survive.label,,,src/data/advisorSegments.ts,,data-file
429,Goals,Practice Direction,cs-building,label,Make the career work financially,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.survive.sub,,,src/data/advisorSegments.ts,,data-file
430,Goals,Practice Direction,cs-building,label,Build a strong protection practice,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.protection.label,,,src/data/advisorSegments.ts,,data-file
431,Goals,Practice Direction,cs-building,label,"Life, WL, term — core products",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.protection.sub,,,src/data/advisorSegments.ts,,data-file
432,Goals,Practice Direction,cs-building,label,Start learning holistic conversations early,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.holistic.label,,,src/data/advisorSegments.ts,,data-file
433,Goals,Practice Direction,cs-building,label,Even before I'm fully licensed,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.holistic.sub,,,src/data/advisorSegments.ts,,data-file
434,Goals,Practice Direction,cs-building,label,Build a referral-based pipeline,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.referral.label,,,src/data/advisorSegments.ts,,data-file
435,Goals,Practice Direction,cs-building,label,So I'm not always starting cold,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.referral.sub,,,src/data/advisorSegments.ts,,data-file
436,Goals,Practice Direction,cs-building,label,Find a market or community to specialize in,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.niche.label,,,src/data/advisorSegments.ts,,data-file
437,Goals,Practice Direction,cs-building,label,A niche I can own,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-3208,segment.cs-building.strategistDirections.niche.sub,,,src/data/advisorSegments.ts,,data-file
438,Business,Time Drains,cs-building,label,"Finding the right tool, form, or answer",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.navigation.label,,,src/data/advisorSegments.ts,,data-file
439,Business,Time Drains,cs-building,label,"Too many systems, unclear paths",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.navigation.sub,,,src/data/advisorSegments.ts,,data-file
440,Business,Time Drains,cs-building,label,Submitting and tracking my first cases,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.casetrack.label,,,src/data/advisorSegments.ts,,data-file
441,Business,Time Drains,cs-building,label,"Applications, NIGOs, UW updates",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.casetrack.sub,,,src/data/advisorSegments.ts,,data-file
442,Business,Time Drains,cs-building,label,Admin that pulls me away from prospecting,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.admin.label,,,src/data/advisorSegments.ts,,data-file
443,Business,Time Drains,cs-building,label,"Notes, logging, emails",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.admin.sub,,,src/data/advisorSegments.ts,,data-file
444,Business,Time Drains,cs-building,label,Following up consistently,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.followup.label,,,src/data/advisorSegments.ts,,data-file
445,Business,Time Drains,cs-building,label,I forget who's waiting on me,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.followup.sub,,,src/data/advisorSegments.ts,,data-file
446,Business,Time Drains,cs-building,label,Converting initial interest to appointments,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.conversions.label,,,src/data/advisorSegments.ts,,data-file
447,Business,Time Drains,cs-building,label,The reply-then-silence cycle,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.conversions.sub,,,src/data/advisorSegments.ts,,data-file
448,Business,Time Drains,cs-building,label,Understanding what my income actually looks like,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.income.label,,,src/data/advisorSegments.ts,,data-file
449,Business,Time Drains,cs-building,label,"Commission timing, chargebacks",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-5907,segment.cs-building.conciergeSlows.income.sub,,,src/data/advisorSegments.ts,,data-file
450,Clients,Staying Connected,cs-building,label,Personal texts or calls,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.personal.label,,,src/data/advisorSegments.ts,,data-file
451,Clients,Staying Connected,cs-building,label,Still building my natural market,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.personal.sub,,,src/data/advisorSegments.ts,,data-file
452,Clients,Staying Connected,cs-building,label,Social media — building my presence,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.social.label,,,src/data/advisorSegments.ts,,data-file
453,Clients,Staying Connected,cs-building,label,"LinkedIn, Instagram, community groups",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.social.sub,,,src/data/advisorSegments.ts,,data-file
454,Clients,Staying Connected,cs-building,label,Asking happy clients for referrals,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.referrals.label,,,src/data/advisorSegments.ts,,data-file
455,Clients,Staying Connected,cs-building,label,My best source right now,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.referrals.sub,,,src/data/advisorSegments.ts,,data-file
456,Clients,Staying Connected,cs-building,label,Community events and local groups,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.events.label,,,src/data/advisorSegments.ts,,data-file
457,Clients,Staying Connected,cs-building,label,Where I meet new people,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.events.sub,,,src/data/advisorSegments.ts,,data-file
458,Clients,Staying Connected,cs-building,label,Sharing educational content,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.content.label,,,src/data/advisorSegments.ts,,data-file
459,Clients,Staying Connected,cs-building,label,Building trust before the ask,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.content.sub,,,src/data/advisorSegments.ts,,data-file
460,Clients,Staying Connected,cs-building,label,I don't have a system yet,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.nosystem.label,,,src/data/advisorSegments.ts,,data-file
461,Clients,Staying Connected,cs-building,label,I'd like one,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6621,segment.cs-building.brandChannels.nosystem.sub,,,src/data/advisorSegments.ts,,data-file
462,Clients,Life Event Response,cs-building,label,I try to reach out — it matters to clients,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.always.label,,,src/data/advisorSegments.ts,,data-file
463,Clients,Life Event Response,cs-building,label,Even if just to acknowledge,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.always.sub,,,src/data/advisorSegments.ts,,data-file
464,Clients,Life Event Response,cs-building,label,I'd do it more if I knew about it sooner,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.sooner.label,,,src/data/advisorSegments.ts,,data-file
465,Clients,Life Event Response,cs-building,label,I miss too many moments,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.sooner.sub,,,src/data/advisorSegments.ts,,data-file
466,Clients,Life Event Response,cs-building,label,I reach out when there's a financial angle,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.financial.label,,,src/data/advisorSegments.ts,,data-file
467,Clients,Life Event Response,cs-building,label,I focus on relevant moments,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.financial.sub,,,src/data/advisorSegments.ts,,data-file
468,Clients,Life Event Response,cs-building,label,I'm not sure what's appropriate yet,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.unsure.label,,,src/data/advisorSegments.ts,,data-file
469,Clients,Life Event Response,cs-building,label,I could use guidance on this,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-6873,segment.cs-building.brandLifeEventInstincts.unsure.sub,,,src/data/advisorSegments.ts,,data-file
470,Plan,Your Plan,cs-building,label,Walk me through my day each morning,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.briefing.label,,,src/data/advisorSegments.ts,,data-file
471,Plan,Your Plan,cs-building,label,I'm still building my routine,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.briefing.sub,,,src/data/advisorSegments.ts,,data-file
472,Plan,Your Plan,cs-building,label,Guide me step by step on new tasks,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.stepbystep.label,,,src/data/advisorSegments.ts,,data-file
473,Plan,Your Plan,cs-building,label,"Applications, illustrations, UW",draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.stepbystep.sub,,,src/data/advisorSegments.ts,,data-file
474,Plan,Your Plan,cs-building,label,Check in if I haven't done my activity,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.checkin.label,,,src/data/advisorSegments.ts,,data-file
475,Plan,Your Plan,cs-building,label,Help me stay consistent,draft,,https://www.figma.com/design/VCjqlGu9kQVy2i5nqDxKqa/Exploration-pt-II?node-id=524-9889,segment.cs-building.chiefOsStyleOptions.checkin.sub,,,src/data/advisorSegments.ts,,data-file
